UCSWHwmbKPQnoYKwGVvVWYog_m,9XCmrHbU-rU.csv,0,0,If somebody is requiring you to have a cosigner on their credit card it's for a reason.
UCvWDr2xEBhIpc_Kb97cPdCQ_m,dZFV0lyedX4.csv,2,0,"Also he took a loaf gave thanks broke it and gave it to them saying 'This means my body which is to be given in your behalf.
Jill-A_f,127622.csv,3,0,(uhh) The visual (umm) effects in this movie are are (stutter) really great.
Jill-A_f,127622.csv,2,0,It came out with this great comic book to go with it (umm). This movie is awesome.
UCmqYwsyr3BOVv0zoH4W48ww_f,Jz1oMq6l-ZM.csv,10,0,I'm happy to have been afforded the opportunity to represent the relator in this case and to have championed such a great effort.
UC3O9lze6tgdkMBapoTx-XGA_f,UzbTgVBu_Pw.csv,20,0,Who want to live their lives for God And I'm gonna take comfort in that!!! So that's what I had for you guys today!
Zachary-S_m,22689.csv,9,0,I was bored through most of it.
Zachary-S_m,22689.csv,8,0,So I mean it's a really really long movie.
Zachary-S_m,22689.csv,6,0,I mean I understand that's kind of an important part of a movie but it made up about a third of the movie and I really wanted to sleep through all of it.
UCWdJ3BxqWopIdJ7J_BNu1zQ_m,zKvSfTf_UIE.csv,11,0,So have a great Christmas a Happy New Year and I look forward to seeing you all in 2012. 
Elizabeth-N_f,204085.csv,0,0,Hi, I'm Liz and I'm here to talk to you about a movie you should have already seen many times, A Christmas Story.
James-B_m,96350.csv,6,0,Okay, let's, let's (stutter) spend ten-thousand dollars on a Honda or a Toyota, something that sounds like you're about to go mow my yard.
UCEhNsDsr-B5VVJeYXe1fpQA_m,cCGCgiNERM0.csv,20,0,Give your life to Jesus Christ do what He tells you to do.
UCQlGBspQdj17WOPBQMT1k9A_m,SSNrLu-eZiM.csv,4,0,I think that the best thing for you to do in this case is if this is what you want to or really like to do it's get a hold of your credit card company.
UCQlGBspQdj17WOPBQMT1k9A_m,Nr-4AEgOsIo.csv,3,0,The first thing is what I call social acceptability or how acceptable is it socially to meet somebody in that environment.
UCQlGBspQdj17WOPBQMT1k9A_m,CIqRibqChDQ.csv,2,0,This is the hardest thing to stop doing as a public speaker.
UCQlGBspQdj17WOPBQMT1k9A_m,UbObX6C3S94.csv,17,0,High def sets go from anywhere from $350 up to like $5000 for the gigantic ones and actually some of the smaller ones are very expensive as well.
UCQlGBspQdj17WOPBQMT1k9A_m,UbObX6C3S94.csv,14,0,This is what I have in my living room at home.
UCQlGBspQdj17WOPBQMT1k9A_m,UbObX6C3S94.csv,6,0,You don't want to put a 60 inch TV a high def set in a 10x10 foot room.
UCQlGBspQdj17WOPBQMT1k9A_m,UbObX6C3S94.csv,1,0,In this clip I want to talk about choosing the right high definition television.
UCQlGBspQdj17WOPBQMT1k9A_m,HuIKyKkEL0Q.csv,8,0,But generally you want to make it no less than two but no more than four.
UCQlGBspQdj17WOPBQMT1k9A_m,uTWeng4h5eM.csv,0,0,Hi I am Dr.
UCQlGBspQdj17WOPBQMT1k9A_m,BaX10vbFhuU.csv,8,0,It will free you up from following a formula and it will allow you to make the monologue surprising to yourself.
UCQlGBspQdj17WOPBQMT1k9A_m,BaX10vbFhuU.csv,0,0,This is Dr.
UCQlGBspQdj17WOPBQMT1k9A_m,m33NAx1W2Bw.csv,3,0,A budget can either apply to a campaign for a candidate or a campaign for an initiative.
UCQlGBspQdj17WOPBQMT1k9A_m,EmmuWoCUgXs.csv,9,0,One thing about a photography business is that photography is extremely expensive so your start up fees are going to be very high.
UCQlGBspQdj17WOPBQMT1k9A_m,EmmuWoCUgXs.csv,6,0,I mean I'm trying to kind of make it a little bit comical but to be really honest with you it really gets to be that way sometimes for some photographers.
UCQlGBspQdj17WOPBQMT1k9A_m,bGaKTmNulCo.csv,2,0,In this segment; marketing systems.
UCQlGBspQdj17WOPBQMT1k9A_m,omsiCfdJYBQ.csv,11,0,The next segment I'm going to touch on getting a little bit with the candidate campaign of how to manage a campaign for a political candidate for political office.
UCQlGBspQdj17WOPBQMT1k9A_m,jPtaz1rN6lc.csv,14,0,Setting often has a lot to do with that.
UCQlGBspQdj17WOPBQMT1k9A_m,jPtaz1rN6lc.csv,0,0,In this clip we're going to cover tips to perfect your dialogue.
UCQlGBspQdj17WOPBQMT1k9A_m,_LOeHItKsKI.csv,6,0,There is going to be a huge difference in the price you are going to pay for printing.
UCQlGBspQdj17WOPBQMT1k9A_m,_LOeHItKsKI.csv,5,0,Your printing bill can be kept in check if you use first of all a neighborhood printer who is supportive of your campaign and don't be shy about shopping around to get there prices.
UCQlGBspQdj17WOPBQMT1k9A_m,Yq_sI8iwjKU.csv,14,0,If you read much about movies or if you've made them before food is so important.
UCQlGBspQdj17WOPBQMT1k9A_m,Yq_sI8iwjKU.csv,11,0,Such as food.
UCQlGBspQdj17WOPBQMT1k9A_m,ERnYvxojeu0.csv,5,0,But they can also be a lot of fun because it brings people together who generally share ideas and opinions and you can have a really good time at a house party.
UCQlGBspQdj17WOPBQMT1k9A_m,WJkUTE-vn2A.csv,24,0,They deal with dealing with more difficult root canals that often times a general dentist cannot manage.
UCQlGBspQdj17WOPBQMT1k9A_m,WJkUTE-vn2A.csv,18,0,We take a lot of X-rays and we are reviewing for disease and pathology and stuff like that.
UCQlGBspQdj17WOPBQMT1k9A_m,WJkUTE-vn2A.csv,12,0,We are evaluating the condition of the teeth checking for cavities checking for existing fillings checking the integrity of everything that is in the mouth.
UCQlGBspQdj17WOPBQMT1k9A_m,-lzEya4AM_4.csv,0,0,You know at times a person may ingest something that wasn't supposed to be ingested known as a poison.
UCQlGBspQdj17WOPBQMT1k9A_m,jf-af63EceM.csv,6,0,If you're doing it in house you have total control of every aspect that starts and there's going to be a lot of documentation when you franchise so you want total control or to the best you do with that.
UCQlGBspQdj17WOPBQMT1k9A_m,eeN7l4R3nPc.csv,1,0,In this clip I want to talk about receiving broadcast signals for your High Definition television.
UCQlGBspQdj17WOPBQMT1k9A_m,iwh-Rdsa94s.csv,4,0,So free is not always an option.
UCQlGBspQdj17WOPBQMT1k9A_m,iwh-Rdsa94s.csv,3,0,But again free has to come out of your budget.
UCQlGBspQdj17WOPBQMT1k9A_m,iwh-Rdsa94s.csv,2,0,It's going to bring in the attendees in bigger numbers in the hopes that they are either going to get something for free or win something for free.
UCQlGBspQdj17WOPBQMT1k9A_m,MwsB4UzWnH4.csv,10,0,I can not urge you strong enough to stay in touch them.
UCQlGBspQdj17WOPBQMT1k9A_m,2m4Be6IreBQ.csv,10,0,Tell them hey this is something really neat I've learned or do you want to see something really cool?
UCQlGBspQdj17WOPBQMT1k9A_m,IlgnbEdOhmI.csv,6,0,I'm doing a film right now.
UCQlGBspQdj17WOPBQMT1k9A_m,IlgnbEdOhmI.csv,3,0,Might be a good idea to start with a short film but let's say you're producing a feature okay?
UCQlGBspQdj17WOPBQMT1k9A_m,maO6KmmgcB8.csv,2,0,Basically by agreeing to binding arbitration you have given up your right to sue in a court of law.
UCQlGBspQdj17WOPBQMT1k9A_m,maO6KmmgcB8.csv,0,0,You have a dispute with a business entity and you find out that you are going to be in binding arbitration.
UCQlGBspQdj17WOPBQMT1k9A_m,KAsbUX4weVg.csv,15,0,Go to a Dov Simens Film Summit.
UCQlGBspQdj17WOPBQMT1k9A_m,KAsbUX4weVg.csv,11,0,Maybe give them some point ownership in the film maybe do some huge favors.
UCQlGBspQdj17WOPBQMT1k9A_m,SNBqe_JpZC4.csv,3,0,If you are not quite sure and you don't really want to test it out on your area first then go ahead go to a dermatologist and have them take a sample and they can test it for you.
UCQlGBspQdj17WOPBQMT1k9A_m,ezH-l7mTAzU.csv,3,0,Are you going to run your own camera?
UCQlGBspQdj17WOPBQMT1k9A_m,gsZ-gdj0ynI.csv,10,0,This is Les I'll see you at expertvillage.com.
UCQlGBspQdj17WOPBQMT1k9A_m,gsZ-gdj0ynI.csv,4,0,So surprise your players try hitting them with an instruction manual instead of just a regular story sometime.
UCQlGBspQdj17WOPBQMT1k9A_m,uRbX3mb4FNw.csv,10,0,Again as far as cost I don't believe there is no cost in this.
UCQlGBspQdj17WOPBQMT1k9A_m,iFGoQUh81as.csv,0,0,Hi this is Eric Sterns with Expert Village.
UCQlGBspQdj17WOPBQMT1k9A_m,GqvR2vRpoXc.csv,2,0,In this segment; image and branding.
UCQlGBspQdj17WOPBQMT1k9A_m,LIjhWYYpOQE.csv,21,0,In order to do that you must script out your message.
UCQlGBspQdj17WOPBQMT1k9A_m,LIjhWYYpOQE.csv,7,0,Every business should have a school within it to train your employee.
UCQlGBspQdj17WOPBQMT1k9A_m,LIjhWYYpOQE.csv,3,0,We're going to talk about 3 points.
UCQlGBspQdj17WOPBQMT1k9A_m,LIjhWYYpOQE.csv,2,0,In this segment; running the business.
UCQlGBspQdj17WOPBQMT1k9A_m,po5jCjnxW1w.csv,1,0,In this segment we're going to go over consulting the owner's manual the use of the owner?s manual.
UCQlGBspQdj17WOPBQMT1k9A_m,d7Dz34-cZ74.csv,9,0,There's a major difference between executive protection personal security work and basic security work.
UCQlGBspQdj17WOPBQMT1k9A_m,d7Dz34-cZ74.csv,0,0,A bodyguard is an executive protection agent in today's terms.
UCQlGBspQdj17WOPBQMT1k9A_m,Z-2M8mSnaVg.csv,25,0,I said hey it's your hamburger.
UCQlGBspQdj17WOPBQMT1k9A_m,S21ApRNQ9Ko.csv,8,0,Expect to get a nice DVD box full of I don't know; sand.
UCQlGBspQdj17WOPBQMT1k9A_m,XLjpZUsFEXo.csv,10,0,Well that's important you don't want to be doing it in a dark room.
UCQlGBspQdj17WOPBQMT1k9A_m,--qXJuDtHPw.csv,2,0,An author I like to classify as somebody who writes great works of literature.
UCQlGBspQdj17WOPBQMT1k9A_m,--qXJuDtHPw.csv,1,0,I define them as being an author a writer and a story teller.
UCQlGBspQdj17WOPBQMT1k9A_m,YgyqX4aZ4tE.csv,18,0,That's taking into consideration the little old lady down the street who's been in her house for fifty years who never had a loss.
UCQlGBspQdj17WOPBQMT1k9A_m,YgyqX4aZ4tE.csv,2,0,In this clip we're going to discuss underwriting philosophies and eligibility for coverage for insurance companies.
UCQlGBspQdj17WOPBQMT1k9A_m,36o2cux9kfQ.csv,12,0,This is Steve Anthony and this has been How to Add Text to Pictures in Photoshop.
UCQlGBspQdj17WOPBQMT1k9A_m,36o2cux9kfQ.csv,4,0,In this clip we're going to talk about how to add text to pictures in Photoshop.
UCQlGBspQdj17WOPBQMT1k9A_m,hfK8QtTd7fo.csv,9,0,There is a lot to learn about speakers and so forth.
UCQlGBspQdj17WOPBQMT1k9A_m,hfK8QtTd7fo.csv,6,0,I personally prefer the sound of a 12 inch speaker especially if I am running sub woofers because it sounds tighter.
UCQlGBspQdj17WOPBQMT1k9A_m,hfK8QtTd7fo.csv,2,0,Active speaker is one with a built in amplifier.
UCQlGBspQdj17WOPBQMT1k9A_m,K4UTlh93bc4.csv,2,0,In this segment I'm going to touch on the process to run an initiative campaign which is a quite different animal than running a campaign for a candidate for political office.
UCQlGBspQdj17WOPBQMT1k9A_m,ZDz8Qr-sJ3E.csv,0,0,Hi this is Eric Sterns with Expert Village.
UCQlGBspQdj17WOPBQMT1k9A_m,z6_-WByxHjU.csv,6,0,We restore power when power is out in difficult situations.
UCQlGBspQdj17WOPBQMT1k9A_m,PwapK9d8IGk.csv,5,0,They'll keep the balance of the money back growing at an interest rate while you take a payment for your budget going forward therefore making your money last a lot longer.
UCQlGBspQdj17WOPBQMT1k9A_m,a40lJoPuhVw.csv,4,0,Arranging and composing taking your samples and your tracks and putting them lining them up to where they play as a song instead of just a loop or a random beat okay.
UCQlGBspQdj17WOPBQMT1k9A_m,5tV5rZZJDCE.csv,0,0,In this section we're going to be discussing a model known as 123s of customer service.
UCQlGBspQdj17WOPBQMT1k9A_m,x0rLwBIocuI.csv,5,0,Many auditions will ask simply for a one minute audition a one minute monologue.
UCQlGBspQdj17WOPBQMT1k9A_m,x0rLwBIocuI.csv,2,0,A very practical consideration for you as an actor is cutting your monologues down to size.
UCQlGBspQdj17WOPBQMT1k9A_m,9Nhoi1jfDbY.csv,18,0,I'd like to thank you all for listening to this whole series of how to manage a political campaign and I urge you to watch the other productions.
UCQlGBspQdj17WOPBQMT1k9A_m,9Nhoi1jfDbY.csv,3,0,I'm hoping to give you a little bit a little bit of a taste of at least the questions you need to ask further if you're planning to either run for office or planning to manage a campaign for somebody else.
UCQlGBspQdj17WOPBQMT1k9A_m,rv1gp0wEhI0.csv,0,0,In this clip we're going to talk about how to pick a location for your convention.
UCQlGBspQdj17WOPBQMT1k9A_m,WJM8u2I2rQ4.csv,9,0,So for example profitable business in this certain town a in business for over thirty-five years etc.
UCQlGBspQdj17WOPBQMT1k9A_m,WJM8u2I2rQ4.csv,5,0,Typically the way I work as a business broker I typically advertise a business on eight different websites in addition to my own company website.
UCQlGBspQdj17WOPBQMT1k9A_m,7Vp6Lvin1rA.csv,9,0,The narrator knows everything that is going on and in an intimate third person we are looking over one person's shoulder and we know what that person knows but not the other stuff so for example in a mystery story you will commonly know what the detective knows but nothing else.
UCQlGBspQdj17WOPBQMT1k9A_m,7Vp6Lvin1rA.csv,0,0,What is narrative style in literature?
UCQlGBspQdj17WOPBQMT1k9A_m,W6ySXE0ObgI.csv,3,0,Usually you don't want to audition with a monologue that says "Well once upon a time I was hanging out in the old west." You really want to have a monologue where there is a strong objective going through; you're not just telling someone a story.
UCQlGBspQdj17WOPBQMT1k9A_m,irYevqG2mck.csv,0,0,This is Dr.
UCQlGBspQdj17WOPBQMT1k9A_m,fi7g4GoK-z4.csv,0,0,Hi this is Eric Sterns with Expert Village.
UCQlGBspQdj17WOPBQMT1k9A_m,xlNDpmKgSIc.csv,4,0,First know who you are as a person.
UCQlGBspQdj17WOPBQMT1k9A_m,jKtx_xOrMAU.csv,9,0,It is not always a good idea to use your credit card but I highly recommend you use it especially for an airline transaction.
UCQlGBspQdj17WOPBQMT1k9A_m,jKtx_xOrMAU.csv,8,0,It is not a bad idea to use your credit card.
UCQlGBspQdj17WOPBQMT1k9A_m,jKtx_xOrMAU.csv,7,0,Even if you may wish to pay cash credit cards for some reasons seem to offer an extra level of protection.
UCQlGBspQdj17WOPBQMT1k9A_m,jKtx_xOrMAU.csv,2,0,In this clip I am going to speak about consumer protection.
UCQlGBspQdj17WOPBQMT1k9A_m,jbKDW9URnvM.csv,6,0,Sign this do I do this do I not do that.
UCQlGBspQdj17WOPBQMT1k9A_m,12niasFPRTE.csv,9,0,I strongly urge you to investigate them.
UCQlGBspQdj17WOPBQMT1k9A_m,ztSUaWPc17k.csv,25,0,This is just in case you have a broken leg injured something it's always good to have a little first aid bandage ok.
UCQlGBspQdj17WOPBQMT1k9A_m,830KzUc6CbU.csv,12,0,You have to look for availability.
UCQlGBspQdj17WOPBQMT1k9A_m,Vd-0nZr4QFw.csv,12,0,This is financial adviser Patrick Munro talking about the differences between Certificates of Deposit CDs and annuities.
UCQlGBspQdj17WOPBQMT1k9A_m,Vd-0nZr4QFw.csv,2,0,You give money to a bank they give you a piece of paper or a Certificate of Deposit which bears an interest rate.
UCQlGBspQdj17WOPBQMT1k9A_m,m5GhnBvmX3o.csv,15,0,A lot of things really are about them and not about you and you can't afford to take the audition process and the process of hearing no personally.
UCQlGBspQdj17WOPBQMT1k9A_m,m5GhnBvmX3o.csv,9,0,Other people may be wonderful they may be garbage.
UCQlGBspQdj17WOPBQMT1k9A_m,m5GhnBvmX3o.csv,5,0,This is not simply unfair.
UCQlGBspQdj17WOPBQMT1k9A_m,tQc_ttWxASQ.csv,37,0,In a business on telephone it's easy.
UCQlGBspQdj17WOPBQMT1k9A_m,tQc_ttWxASQ.csv,36,0,In retail it's difficult.
UCQlGBspQdj17WOPBQMT1k9A_m,tQc_ttWxASQ.csv,26,0,Put it on a client and leave yourself a small segment within your ad that you're there.
UCQlGBspQdj17WOPBQMT1k9A_m,tQc_ttWxASQ.csv,8,0,It makes it a lot easier for you to do.
UCQlGBspQdj17WOPBQMT1k9A_m,tQc_ttWxASQ.csv,2,0,In this segment; lead closure.
UCQlGBspQdj17WOPBQMT1k9A_m,AHU3PUztC_M.csv,2,0,And with most financial planning instruments like life insurance for one there are medical guidelines that are placed upon the person applying for the insurance.
UCQlGBspQdj17WOPBQMT1k9A_m,OUjzDchhkIA.csv,11,0,Advertising is about being in a steady stream.
UCQlGBspQdj17WOPBQMT1k9A_m,OUjzDchhkIA.csv,5,0,And you start thinking oh but I'm not sure five hundred dollars seems like a lot to pay for an ad that's about the size of an over sized pea in a magazine.
UCQlGBspQdj17WOPBQMT1k9A_m,OUjzDchhkIA.csv,4,0,Or we'll give you a song on our upcoming demo CD.” Or something and the artist thinks wow I get to be in a magazine right?
UCQlGBspQdj17WOPBQMT1k9A_m,ABSC1JNdpTw.csv,11,0,So again our office is made up of three very distinct sections: finances media and field.
UCQlGBspQdj17WOPBQMT1k9A_m,ABSC1JNdpTw.csv,3,0,One is to think in terms of media group.
UCQlGBspQdj17WOPBQMT1k9A_m,ABSC1JNdpTw.csv,0,0,Hi this is Jim Goettler on behalf of Expert Village and this is a video series about managing a political campaign be it a campaign for public office or a campaign for an initiative.
UCQlGBspQdj17WOPBQMT1k9A_m,kCg6Mg_lcyA.csv,13,0,That's it for this segment.
UCQlGBspQdj17WOPBQMT1k9A_m,kCg6Mg_lcyA.csv,2,0,Well it's real simple here.
UCQlGBspQdj17WOPBQMT1k9A_m,kyPepNmxaj8.csv,0,0,In this clip we'll talk about revision surgery after liposuction.
UCQlGBspQdj17WOPBQMT1k9A_m,oA4vjWMJNKU.csv,1,0,In this segment we're going to talk about acting seminars in addition or as a substitute to acting classes.
UCQlGBspQdj17WOPBQMT1k9A_m,bAhuc5Wol3o.csv,1,0,In general if you're running a convention from Friday to Sunday which most conventions do run now your big day is going to be Saturday.
UCQlGBspQdj17WOPBQMT1k9A_m,bAhuc5Wol3o.csv,0,0,In this clip we'll talk about how many daily hours a convention should be.
UCQlGBspQdj17WOPBQMT1k9A_m,QI-TTqj0KnA.csv,5,0,You are allowed to put money in to the vessel for future accumulation and the benefit of the fact that it's tax sheltered means that it will grow upon growth and there is no taxes to be paid.
UCQlGBspQdj17WOPBQMT1k9A_m,ZoBLlxC4HNc.csv,11,0,Well that's why sometimes home-theater-in-a-box systems now we're not bashing them they're fine.
UCQlGBspQdj17WOPBQMT1k9A_m,ZoBLlxC4HNc.csv,8,0,Well then in a much larger room this one would probably be a better candidate for a rear speaker.
UCQlGBspQdj17WOPBQMT1k9A_m,ZoBLlxC4HNc.csv,7,0,But if you've got a bigger room and you've got a lot further distances across a speaker like this remember this one we thought we might use as a main speaker in this little room?
UCQlGBspQdj17WOPBQMT1k9A_m,yXE_XZUb8qE.csv,8,0,There are other fees to variable annuities such as an M &amp; E charge.
UCEZ3VND-4K6fX9ow0yd8Paw_f,qYqaa4fyi10.csv,5,0,So yeah we're gonna have a little baby boy today.
UCG4ibQxtW5IUuK6hkyNTNnQ_m,sHzIFCSVEVM.csv,14,0,This is powerful stuff.
UCG4ibQxtW5IUuK6hkyNTNnQ_m,sHzIFCSVEVM.csv,2,0,This is Content Marketing 101 – you don’t need to worry about solving all their problems for free.
UCupvZG-5ko_eiXAupbDfxWw_f,Kp7NROqfCJM.csv,8,0,TH<00:00:23.422><c>IS</c><00:00:23.490><c> T</c><00:00:23.523><c>IM</c><00:00:23.556><c>E</c><00:00:23.757><c> T</c><00:00:23.790><c>HE</c><00:00:23.823><c>Y</c><00:00:23.957><c> W</c><00:00:23.990><c>AN</c><00:00:24.023><c>T</c><00:00:24.090><c> T</c><00:00:24.123><c>O</c><00:00:24.324><c> G</c><00:00:24.357><c>ET</c><00:00:24.591><c> </c> THIS TIME THEY WANT TO GET THIS TIME THEY WANT TO GET IN<00:00:24.757><c>VO</c><00:00:24.791><c>LV</c><00:00:24.824><c>ED</c><00:00:24.857><c> I</c><00:00:24.891><c>N </c><00:00:24.924><c>TH</c><00:00:24.958><c>E</c><00:00:25.392><c> </c><00:00:25.625><c>PR</c><00:00:25.658><c>IM</c><00:00:25.691><c>AR</c><00:00:25.725><c>Y</c><00:00:25.758><c> A</c><00:00:25.791><c>ND</c><00:00:25.825><c> T</c><00:00:25.858><c>HE</c> INVOLVED IN THE PRIMARY AND THE INVOLVED IN THE PRIMARY AND THE BE<00:00:26.425><c>NE</c><00:00:26.458><c>FI</c><00:00:26.492><c>T</c><00:00:26.525><c> T</c><00:00:26.558><c>HE</c><00:00:26.592><c>Y</c><00:00:26.693><c> </c><00:00:26.760><c>SA</c><00:00:26.793><c>Y</c><00:00:26.993><c> F</c><00:00:27.026><c>OR</c><00:00:27.127><c> T</c><00:00:27.160><c>HE</c><00:00:27.627><c> </c> BENEFIT THEY SAY FOR THE BENEFIT THEY SAY FOR THE CA<00:00:28.161><c>ND</c><00:00:28.194><c>ID</c><00:00:28.228><c>AT</c><00:00:28.261><c>ES</c><00:00:28.294><c></c><00:00:28.328><c> I</c><00:00:28.361><c>S</c><00:00:28.528><c> T</c><00:00:28.561><c>HE</c><00:00:28.594><c>Y</c><00:00:29.029><c> P</c><00:00:29.062><c>LA</c><00:00:29.095><c>Y</c><00:00:29.763><c> T</c><00:00:29.796><c>HI</c><00:00:29.829><c>S</c><00:00:30.096><c> </c> CANDIDATES IS THEY PLAY THIS CANDIDATES IS THEY PLAY THIS FO<00:00:30.262><c>R</c><00:00:31.097><c> </c><00:00:32.098><c>CO</c><00:00:32.131><c>NG</c><00:00:32.164><c>RE</c><00:00:32.198><c>GA</c><00:00:32.231><c>TI</c><00:00:32.264><c>ON</c><00:00:32.298><c>S</c><00:00:32.331><c> A</c><00:00:32.364><c>ND</c><00:00:32.398><c> I</c><00:00:32.431><c>T'</c><00:00:32.465><c>S</c><00:00:32.732><c> </c> FOR CONGREGATIONS AND IT'S 
UCupvZG-5ko_eiXAupbDfxWw_f,FGy-97rrLHo.csv,6,0,TH<00:00:17.350><c>EY</c><00:00:17.383><c>'R</c><00:00:17.417><c>E</c><00:00:18.118><c> U</c><00:00:18.151><c>SI</c><00:00:18.184><c>NG</c><00:00:18.251><c> I</c><00:00:18.284><c>T</c><00:00:18.551><c> T</c><00:00:18.584><c>O</c><00:00:18.617><c> U</c><00:00:18.651><c>SE</c><00:00:19.719><c> I</c><00:00:19.752><c>T</c><00:00:20.420><c> A</c><00:00:20.453><c>S </c><00:00:20.486><c>A</c><00:00:20.687><c> </c> THEY'RE USING IT TO USE IT AS A THEY'RE USING IT TO USE IT AS A RE<00:00:20.853><c>GI</c><00:00:20.887><c>ST</c><00:00:20.920><c>RA</c><00:00:20.953><c>TI</c><00:00:20.987><c>ON</c><00:00:21.020><c> </c><00:00:21.121><c>DR</c><00:00:21.154><c>IV</c><00:00:21.187><c>E.</c> REGISTRATION DRIVE.
UCnQznIHK_kZIEMUl2nT1mYQ_m,hkGN5q3OOCE.csv,6,0,Businesses have a very high rate of not succeeding going forward.
UCnQznIHK_kZIEMUl2nT1mYQ_m,Sb2xMPwNKPo.csv,11,0,Microsoft is a company that doesn't really have raw materials on hand.
UCnQznIHK_kZIEMUl2nT1mYQ_m,Sb2xMPwNKPo.csv,2,0,is one of the most important financial measures to consider when evaluating a business for possible investment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,i5bmKlHv-SA.csv,4,0,And it's a great wealth building tool going forward that works best when real estate house values are going up in value.
UCnQznIHK_kZIEMUl2nT1mYQ_m,X6-jJO00DMg.csv,8,0,This is Patrick Munro talking about the creative mortgage tool known as an interest only mortgage.
UCnQznIHK_kZIEMUl2nT1mYQ_m,X6-jJO00DMg.csv,6,0,But that's never an issue if the house is accruing in value as well.
UCnQznIHK_kZIEMUl2nT1mYQ_m,X6-jJO00DMg.csv,4,0,So therefore you are able to get a bigger house for a smaller amount of payment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,O3whFU2lAAk.csv,4,0,I think the other thing that I want to say is that there was a class that I taught once for the very first time in Austin Texas and this isn't a funny moment but for me it was a very moving moment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,wdU-0bttAkc.csv,5,0,The limitation is though that the money is less liquid than it would be in a bank.
UCnQznIHK_kZIEMUl2nT1mYQ_m,1olbQVO_C-8.csv,7,0,This is Patrick Munro Financial Adviser talking about the difference between traditional IRA's and CD's.
UCnQznIHK_kZIEMUl2nT1mYQ_m,1olbQVO_C-8.csv,0,0,This is Patrick Munro Financial Adviser talking about the difference between IRA's and Certificates of Deposit.
UCnQznIHK_kZIEMUl2nT1mYQ_m,qIA0WBspJ8Q.csv,5,0,So if you can't place a free ad with your local paper where do you go?
UCnQznIHK_kZIEMUl2nT1mYQ_m,FNbULlE9RKg.csv,2,0,A defined benefit plan is a plan that's been approved by the IRS whereby a company can tax deduct dollars from a paycheck so their employees put it aside for their retirement.
UCnQznIHK_kZIEMUl2nT1mYQ_m,x_bzTKm47IQ.csv,5,0,Because gas has gone up and your wages necessarily have not gone up you may want to consider car pooling you may want to also consider traveling less to maintain the same amount of money in your budget so that you'll have enough money for savings as well.
UCnQznIHK_kZIEMUl2nT1mYQ_m,x_bzTKm47IQ.csv,1,0,Gasoline is rising in today's world economy mostly due to supply and demand from other countries most notably China and India.
UCnQznIHK_kZIEMUl2nT1mYQ_m,-m9KtvCk_L8.csv,6,0,You've been in it for a long time.
UCnQznIHK_kZIEMUl2nT1mYQ_m,-m9KtvCk_L8.csv,0,0,Hi so you're a homeowner and you're wondering how to build equity in your property.
UCnQznIHK_kZIEMUl2nT1mYQ_m,qmx0nQZYHIo.csv,4,0,This allows the employee to save money usually through payroll deduction from the plan and save that money in a tax deferred environment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,qmx0nQZYHIo.csv,2,0,This plan is known as a 40l k.
UCnQznIHK_kZIEMUl2nT1mYQ_m,v_8QeoNc4QY.csv,8,0,This is Patrick Munro talking about the differences in liquidity between a certificate of deposit and a money market account.
UCnQznIHK_kZIEMUl2nT1mYQ_m,v_8QeoNc4QY.csv,0,0,This is financial adviser Patrick Munro talking about what is the difference between CD and a money market account.
UCnQznIHK_kZIEMUl2nT1mYQ_m,NJKQMQoaHW4.csv,13,0,You guys have a great day.
UCnQznIHK_kZIEMUl2nT1mYQ_m,DR9Hhpy8aA8.csv,13,0,This is Patrick Munro talking about what is a home equity line of credit.
UCnQznIHK_kZIEMUl2nT1mYQ_m,DR9Hhpy8aA8.csv,3,0,When we originally bought the home we had to put down a down payment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,DR9Hhpy8aA8.csv,0,0,This is financial adviser Patrick Munro talking about what is a home equity line of credit or a HELOC for short.
UCnQznIHK_kZIEMUl2nT1mYQ_m,NVLPURuAVLU.csv,0,0,If you're having your period and you find bloating to be a little too uncomfortable there are ways that you can help reduce bloating during a period.
UCnQznIHK_kZIEMUl2nT1mYQ_m,88S1BjwMfdw.csv,19,0,The raw materials for a company like Intel who has a lot of raw material.
UCnQznIHK_kZIEMUl2nT1mYQ_m,88S1BjwMfdw.csv,16,0,Intel earned 50 cents in 2007. This may seem like a lot.
UCnQznIHK_kZIEMUl2nT1mYQ_m,88S1BjwMfdw.csv,4,0,When evaluating a business or possible investment.
UCnQznIHK_kZIEMUl2nT1mYQ_m,lzyVWNrkgbQ.csv,1,0,When I was in New York I put an ad in Backstage East which is basically the actor's paper.
UCnQznIHK_kZIEMUl2nT1mYQ_m,McnbZjgCPLw.csv,2,0,I don't think anybody actually becomes a motivational speaker without one major thing and that is desire.
UCnQznIHK_kZIEMUl2nT1mYQ_m,0jtdrsmVzYQ.csv,4,0,Maybe stick to a more bland diet don't eat too much at a meal.
UCnQznIHK_kZIEMUl2nT1mYQ_m,H9BNzzxlscA.csv,8,0,So it's a very wide range maximum of two days in a very hot climate all the way up to a maximum of fourteen days in a colder climate if you have a very high body water percentage.
